t,a1,a2
0,-2.0451761761796661,-0.71409396128728986
0.01,-1.022588088089833,-1.7241610775818117
0.02,-0.15184602700173855,-3.2627516849606764
0.029999999999999999,0.18743493958027102,-4.949328869843157
0.040000000000000001,0.037961506750434637,-3.8617449748562649
0.050000000000000003,0.037961506750434637,-1.6865771848824807
0.059999999999999998,-0.11388452025130391,1.3859060432878323
0.070000000000000007,-0.41757657425478101,2.0248322191764601
0.080000000000000002,-0.037961506750434637,-0.33825503429397941
0.089999999999999997,-0.11388452025130391,-1.8744966483791359
0.10000000000000001,-0.3036920540034771,-1.8369127556798048
0.11,-0.64534561475738883,-1.2379194657842163
0.12,-1.022588088089833,-0.86208053879090585
0.13,-1.3642416488437448,-0.60134228318929672
0.14000000000000001,-1.6679337028472219,0.037583892699331045
0.14999999999999999,-1.8933301491779275,-0.8244966460915748
0.16,-2.0072146694292314,-0.67651006858795881
0.17000000000000001,-2.1210991896805353,-0.97483221688889898
0.17999999999999999,-1.8577412365993951,-0.67651006858795881
0.19,-1.6299721960967872,-0.78691275339224376
0.20000000000000001,-1.4781261690950487,-1.4634228219802026
0.20999999999999999,-1.2123956218420062,-2.0248322191764601
0.22,-1.022588088089833,-1.0875838949868921
0.23000000000000001,-0.64534561475738883,-0.48859060509130359
0.23999999999999999,-0.45553808100521564,0.26073825560160913
0.25,-0.3036920540034771,-0.33825503429397941
0.26000000000000001,-0.037961506750434637,-0.30067114159464836
0.27000000000000002,0.073550419328967109,-0.11275167809799314
0.28000000000000003,0.41520398008287884,1.01241610958823
0.28999999999999998,0.49112699358374812,1.4610738286864944
0.29999999999999999,0.64297302058548667,0.89966443149023689
0.31,0.83278055433765985,-0.37583892699331045
0.32000000000000001,0.83278055433765985,-0.22550335619598627
0.33000000000000002,0.79481904758722521,-0.4134228196926415
0.34000000000000002,0.64297302058548667,0.37348993369960226
0.34999999999999998,0.49112699358374812,0.4862416117975954
0.35999999999999999,0.33928096658200957,1.4234899359871633
0.37,0.52908850033418275,2.135234903980745
0.38,0.60501151383505203,2.3231543674774002
0.39000000000000001,0.94666507458896376,2.8117449725687038
0.40000000000000002,1.5516765884240158,2.097651011281414
0.40999999999999998,2.4224186495121103,1.8744966483791359
0.41999999999999998,2.2705726225103717,1.7993288629804738
0.42999999999999999,2.7261107035155874,1.6865771848824807
0.44,3.1413146835984662,2.6238255090720486
0.45000000000000001,3.369083724101074,2.3607382601767313
0.46000000000000002,3.482968244352378,2.6989932944707107
0.46999999999999997,3.6348142713541165,2.5110738309740555
0.47999999999999998,3.5968527646036819,2.8117449725687038
0.48999999999999999,3.6348142713541165,0.56140939719625749
0.5,3.0274301633471623,-0.18791946349665523
0.51000000000000001,2.4224186495121103,0.18791946349665523
0.52000000000000002,1.3998305614222772,0.18791946349665523
0.53000000000000003,0.37724247333244421,1.1251677876862232
0.54000000000000004,0,5.5483221597387455
0.55000000000000004,0.14947343282983638,9.4852349199936725
0.56000000000000005,0.79481904758722521,4.1600671231572051
0.56999999999999995,1.741484122176189,-0.74932886069291271
0.57999999999999996,2.7261107035155874,-3.936912760254927
0.58999999999999997,2.3085341292608064,-0.8244966460915748
0.59999999999999998,1.8553686424274929,1.5738255067844875
0.60999999999999999,1.2479845344205387,2.0624161118757911
0.62,0.87074206108809449,1.987248326477129
0.63,0.75685754083679058,1.4234899359871633
0.64000000000000001,0.87074206108809449,1.4610738286864944
0.65000000000000002,1.022588088089833,0.4862416117975954
0.66000000000000003,0.94666507458896376,1.01241610958823
0.67000000000000004,1.0961385074188001,0.11275167809799314
0.68000000000000005,1.022588088089833,0.71174496799358167
0.68999999999999995,1.022588088089833,0.33590604100027122
0.69999999999999996,0.71889603408635594,1.7617449702811427
0.70999999999999996,0.90870356783852912,0.56140939719625749
0.71999999999999997,0.64297302058548667,1.0875838949868921
0.72999999999999998,0.56705000708461739,0.97483221688889898
0.73999999999999999,0.64297302058548667,0.71174496799358167
0.75,0.6809345273359213,-0.37583892699331045
0.76000000000000001,0.49112699358374812,-0.67651006858795881
0.77000000000000002,0.45316548683331348,-1.01241610958823
0.78000000000000003,0.64297302058548667,-0.45100671239197254
0.79000000000000004,0.037961506750434637,-0.52617449779063463
0.80000000000000004,-0.18980753375217319,-1.0875838949868921
0.81000000000000005,-0.53146109450608492,-0.71409396128728986
0.81999999999999995,-0.87311465525999665,0.07516778539866209
0.82999999999999996,-0.90870356783852912,-1.0500000022875611
0.83999999999999997,-1.3642416488437448,-1.5385906073788647
0.84999999999999998,-1.4022031555941794,-0.78691275339224376
0.85999999999999999,-1.9312916559283622,-0.93724832418956794
0.87,-1.8933301491779275,-0.45100671239197254
0.88,-1.8197797298489604,-1.0875838949868921
0.89000000000000001,-1.9692531626787968,-0.93724832418956794
0.90000000000000002,-1.8197797298489604,-1.8369127556798048
0.91000000000000003,-1.7818182230985258,-2.2879194680717774
0.92000000000000004,-1.7818182230985258,-2.4758389315684326
0.93000000000000005,-1.7058952095976565,-1.3882550365815405
0.93999999999999995,-2.1210991896805353,-2.3255033607711084
0.94999999999999996,-2.0831376829301007,-2.1000000045751221
0.95999999999999996,-2.1210991896805353,-2.5134228242677636
0.96999999999999997,-2.2729452166822739,-1.987248326477129
0.97999999999999998,-2.3488682301831432,-1.8369127556798048
0.98999999999999999,-2.4247912436840124,-1.5010067146795336
1,-2.3488682301831432,-1.5761745000781957
1.01,-2.15906069643097,-0.037583892699331045
1.02,-1.8197797298489604,0.11275167809799314
1.03,-1.2123956218420062,-0.11275167809799314
1.04,-0.75923013500869274,0.22315436290227808
1.05,-0.3036920540034771,-0.93724832418956794
1.0600000000000001,0.22539644633070566,-2.8117449725687038
1.0700000000000001,0.30131945983157493,-7.4228188081178814
1.0800000000000001,-1.022588088089833,-7.3100671300198883
1.0900000000000001,-1.8577412365993951,-1.8744966483791359
1.1000000000000001,-3.1057257710199337,1.4234899359871633
1.1100000000000001,-3.4094178250234108,2.5110738309740555
1.1200000000000001,-2.9538797440181952,0.56140939719625749
1.1299999999999999,-2.5386757639353164,-2.4382550388691016
1.1399999999999999,-2.15906069643097,-3.0372483287646901
1.1499999999999999,-2.0451761761796661,-2.0248322191764601
1.1599999999999999,-1.554049182595918,-0.63892617588862777
1.1699999999999999,-1.4022031555941794,-0.48859060509130359
1.1799999999999999,-1.2123956218420062,-0.56375839048996568
1.1899999999999999,-0.64534561475738883,-1.0500000022875611
1.2,-0.49349958775565028,-1.1251677876862232
1.21,-0.37961506750434637,-1.0875838949868921
1.22,-0.22776904050260782,-1.5010067146795336
1.23,-0.15184602700173855,-1.3882550365815405
1.24,-0.075923013500869274,-0.56375839048996568
1.25,-0.075923013500869274,-0.037583892699331045
1.26,0.14947343282983638,0.37348993369960226
1.27,0.073550419328967109,-0.33825503429397941
1.28,0.11151192607940175,0.26073825560160913
1.29,0.037961506750434637,0
1.3,0.11151192607940175,0.44865771909826435
1.3100000000000001,0,0.63657718259491958
1.3200000000000001,0.037961506750434637,0.15033557079732418
1.3300000000000001,-0.11388452025130391,-0.4134228196926415
1.3400000000000001,-0.075923013500869274,0.11275167809799314
1.3500000000000001,-0.15184602700173855,0.63657718259491958
1.3600000000000001,0,0.86208053879090585
1.3700000000000001,0.30131945983157493,1.1251677876862232
1.3799999999999999,0.52908850033418275,0.67416107529425062
1.3899999999999999,0.79481904758722521,0.8244966460915748
1.3999999999999999,0.90870356783852912,0.71174496799358167
1.4099999999999999,1.1341000141692348,1.4986577213858254
1.4199999999999999,1.2859460411709733,1.8369127556798048
1.4299999999999999,1.741484122176189,2.2855704747780692
1.4399999999999999,2.1187265955086332,3.3731543697649613
1.45,2.6122261832642835,3.2228187989676371
1.46,3.2551992038497701,3.4107382624642923
1.47,3.786660298355855,3.2604026916669682
1.48,4.1259412649378646,2.8117449725687038
1.49,4.4675948256917764,2.8493288652680349
1.5,4.5814793459430803,1.1979865797911771
1.51,4.3916718121909071,-0.07516778539866209
1.52,3.7107372848549858,0.11275167809799314
1.53,2.764072210266022,0.37348993369960226
1.54,1.6275996019248851,1.2355704724905081
1.55,0.52908850033418275,6.5607382693269756
1.5600000000000001,0.71889603408635594,6.7110738401242997
1.5700000000000001,0.90870356783852912,5.2100671254447661
1.5800000000000001,1.741484122176189,0.11275167809799314
1.5900000000000001,2.346495636011241,-2.4758389315684326
1.6000000000000001,1.9692531626787968,-1.7617449702811427
1.6100000000000001,1.3998305614222772,0.78691275339224376
1.6200000000000001,1.0581770006683655,2.0624161118757911
1.6299999999999999,0.60501151383505203,1.987248326477129
1.6399999999999999,0.45316548683331348,1.0500000022875611
1.6499999999999999,0.52908850033418275,0.74932886069291271
1.6599999999999999,0.49112699358374812,0
1.6699999999999999,0.41520398008287884,0.59899328989558853
1.6799999999999999,0.45316548683331348,1.1979865797911771
1.6899999999999999,0.22539644633070566,1.3107382578891702
1.7,0.60501151383505203,1.01241610958823
1.71,0.6809345273359213,0.89966443149023689
1.72,1.0581770006683655,0.41107382639893331
1.73,1.0961385074188001,0.97483221688889898
1.74,1.3618690546718426,-0.26308724889531732
1.75,1.1341000141692348,-0.22550335619598627
1.76,1.0961385074188001,-0.26308724889531732
1.77,0.75685754083679058,-0.52617449779063463
1.78,0.49112699358374812,0.26073825560160913
1.79,0,0.67416107529425062
1.8,-0.075923013500869274,0.15033557079732418
1.8100000000000001,-0.18980753375217319,0.22315436290227808
1.8200000000000001,-0.18980753375217319,0.26073825560160913
1.8300000000000001,0.11151192607940175,0.11275167809799314
1.8400000000000001,-0.34165356075391173,-1.0875838949868921
1.8500000000000001,-0.15184602700173855,-1.1627516803855542
1.8600000000000001,-0.56942260125651956,-1.4258389292808715
1.8700000000000001,-0.87311465525999665,-1.987248326477129
1.8799999999999999,-1.2883186353428755,-2.5510067169670947
1.8899999999999999,-1.7818182230985258,-2.4382550388691016
1.8999999999999999,-2.5007142571848817,-2.3255033607711084
1.9099999999999999,-3.1057257710199337,-1.5761745000781957
1.9199999999999999,-3.4094178250234108,-1.5385906073788647
1.9299999999999999,-3.599225358775584,-1.8369127556798048
1.9399999999999999,-3.599225358775584,-2.4382550388691016
1.95,-3.5233023452747148,-3.1500000068626832
1.96,-3.4473793317738455,-3.3003355776600074
1.97,-3.4853408385242801,-3.2627516849606764
1.98,-3.3714563182729762,-2.1751677899737842
1.99,-3.2575717980216723,-0.33825503429397941
2,-2.5007142571848817,0
2.0099999999999998,-1.9312916559283622,-0.18791946349665523
2.02,-1.022588088089833,-0.037583892699331045
2.0299999999999998,-0.41757657425478101,-0.8244966460915748
2.04,0.56705000708461739,-1.4634228219802026
2.0499999999999998,0.79481904758722521,-5.1372483333398122
2.0600000000000001,0.22539644633070566,-7.0117449817189481
2.0699999999999998,-0.49349958775565028,-4.6862416209478397
2.0800000000000001,-1.4022031555941794,-0.37583892699331045
2.0899999999999999,-2.3488682301831432,2.5862416163727175
2.1000000000000001,-2.5386757639353164,1.2731543651898392
2.1099999999999999,-2.2729452166822739,-0.4134228196926415
2.1200000000000001,-2.15906069643097,-4.0872483310522512
2.1299999999999999,-2.15906069643097,-2.8117449725687038
2.1400000000000001,-1.8933301491779275,-1.1251677876862232
2.1499999999999999,-1.8197797298489604,0.26073825560160913
