t,a1,a2
0,-2.9918412507686298,-3.3003355776600074
0.01,-2.9159182372677606,-3.2627516849606764
0.02,-2.4603801562625449,-2.8869127579673659
0.029999999999999999,-2.2729452166822739,-2.5486577236733865
0.040000000000000001,-2.8020337170164566,-3.1500000068626832
0.050000000000000003,-1.5516765884240158,-1.7617449702811427
0.059999999999999998,-2.1970222031814046,-1.7617449702811427
0.070000000000000007,-1.9312916559283622,-1.5010067146795336
0.080000000000000002,-0.3036920540034771,-0.52617449779063463
0.089999999999999997,0.56705000708461739,1.3483221505885012
0.10000000000000001,2.3488682301831432,2.3983221528760623
0.11,3.5209297511028126,3.2979865843662992
0.12,5.7938749677850865,5.3604026962420903
0.13,5.7559134610346518,5.8842282007390168
0.14000000000000001,4.9610944134474266,5.3979865889414214
0.14999999999999999,6.664617028873181,6.1473154496343341
0.16,6.1734900352894329,6.3352349131309893
0.17000000000000001,5.4901829137816094,5.1724832327454351
0.17999999999999999,6.0596055150381289,5.4355704816407524
0.19,5.6040674340329133,5.4355704816407524
0.20000000000000001,4.0523908456088975,2.7741610798693728
0.20999999999999999,0.56705000708461739,0.41107382639893331
0.22,1.2503571285924409,1.7241610775818117
0.23000000000000001,5.2647864674509037,4.6486577282485086
0.23999999999999999,4.8851713999465574,4.7614094063465018
0.25,5.8697979812859558,5.6234899451374076
0.26000000000000001,5.4901829137816094,5.2100671254447661
0.27000000000000002,5.2647864674509037,4.911744977143826
0.28000000000000003,5.3027479742013384,5.097315447346773
0.28999999999999998,5.340709480951773,4.7989932990458328
0.29999999999999999,4.4675948256917764,4.6486577282485086
0.31,3.482968244352378,3.4483221551636234
0.32000000000000001,3.0298027575190645,3.0372483287646901
0.33000000000000002,2.2349837099318393,1.9120805410784669
0.34000000000000002,1.2503571285924409,1.3483221505885012
0.34999999999999998,0.34165356075391173,0.037583892699331045
0.35999999999999999,-0.3036920540034771,-0.48859060509130359
0.37,-0.52908850033418275,-0.63892617588862777
0.38,-0.71889603408635594,-1.5385906073788647
0.39000000000000001,-2.0072146694292314,-2.4758389315684326
0.40000000000000002,-2.9918412507686298,-2.2879194680717774
0.40999999999999998,-4.4296333189413417,-4.1248322237515822
0.41999999999999998,-4.3157487986900378,-4.3503355799475685
0.42999999999999999,-4.5814793459430803,-4.1248322237515822
0.44,-4.3157487986900378,-3.936912760254927
0.45000000000000001,-4.0523908456088975,-4.1624161164509133
0.46000000000000002,-4.5435178391926456,-4.3127516872482374
0.46999999999999997,-4.1662753658602014,-4.0872483310522512
0.47999999999999998,-3.9385063253575936,-4.0120805456535891
0.48999999999999999,-3.9385063253575936,-3.8993288675555959
0.5,-3.3311222173506394,-3.5234899405622855
0.51000000000000001,-0.75685754083679058,-0.63892617588862777
0.52000000000000002,-0.037961506750434637,-0.11275167809799314
0.53000000000000003,0.18980753375217319,0
0.54000000000000004,-0.18980753375217319,-0.45100671239197254
0.55000000000000004,-3.0677642642694991,-2.8493288652680349
0.56000000000000005,-4.5435178391926456,-4.4231543720525224
0.56999999999999995,-4.3157487986900378,-4.0120805456535891
0.57999999999999996,-4.2421983793610707,-4.1624161164509133
0.58999999999999997,-3.5968527646036819,-3.7489932967582718
0.59999999999999998,-2.5363031697634142,-2.8117449725687038
0.60999999999999999,-2.764072210266022,-3.1500000068626832
0.62,-1.8553686424274929,-2.2503355753724463
0.63,-2.5742646765138488,-2.5486577236733865
0.64000000000000001,-2.4983416630129796,-2.6238255090720486
0.65000000000000002,-2.5742646765138488,-2.3630872534704395
0.66000000000000003,-2.15906069643097,-1.987248326477129
0.67000000000000004,-0.79481904758722521,-1.3882550365815405
0.68000000000000005,-1.3642416488437448,-1.4634228219802026
0.68999999999999995,-0.22776904050260782,-0.93724832418956794
0.69999999999999996,-0.64297302058548667,-1.1251677876862232
0.70999999999999996,-1.3642416488437448,-1.1251677876862232
0.71999999999999997,-0.56705000708461739,-0.78691275339224376
0.72999999999999998,-0.49112699358374812,-0.4134228196926415
0.73999999999999999,0.56705000708461739,0.29832214830094017
0.75,0.45553808100521564,0.15033557079732418
0.76000000000000001,1.1364726083411369,0.37348993369960226
0.77000000000000002,1.7794456289266236,1.3483221505885012
0.78000000000000003,2.0451761761796661,1.8369127556798048
0.79000000000000004,2.6501876900147181,2.2479865820787381
0.80000000000000004,2.5363031697634142,2.4359060455753934
0.81000000000000005,2.6501876900147181,2.5110738309740555
0.81999999999999995,4.2042368726106361,3.6362416186602786
0.82999999999999996,3.900544818607159,4.1600671231572051
0.83999999999999997,3.1436872777703684,3.5986577259609476
0.84999999999999998,4.0523908456088975,4.0473154450592119
0.85999999999999999,5.1888634539500345,4.5734899428498466
0.87,6.2114515420398675,5.3604026962420903
0.88,6.7785015491244849,6.072147664235672
0.89000000000000001,7.082193603127962,6.4855704839283135
0.90000000000000002,1.2123956218420062,1.949664433777798
0.91000000000000003,5.9836825015372597,5.7362416232354008
0.92000000000000004,8.7857162185537163,7.8714765272161458
0.93000000000000005,6.4748094951210078,6.4479865912289824
0.93999999999999995,6.8923860693757888,6.8590604176279157
0.94999999999999996,6.664617028873181,6.2600671277323272
0.95999999999999996,5.9836825015372597,5.5483221597387455
0.96999999999999997,5.6040674340329133,4.9845637692487799
0.97999999999999998,5.528144420532044,5.1724832327454351
0.98999999999999999,4.3940444063628092,4.4607382647518534
1,4.0523908456088975,3.936912760254927
1.01,3.1436872777703684,3.0372483287646901
