t,a1,a2
0,-4.3940444063628092,-0.63892617588862777
0.01,-4.2421983793610707,0.11275167809799314
0.02,-3.8625833118567243,-0.11275167809799314
0.029999999999999999,-2.9538797440181952,-0.18791946349665523
0.040000000000000001,-1.8933301491779275,-1.0875838949868921
0.050000000000000003,-0.79719164175912738,-4.6486577282485086
0.059999999999999998,-0.87311465525999665,-9.9362416323856451
0.070000000000000007,-1.7058952095976565,-7.6859060570131987
0.080000000000000002,-2.15906069643097,-2.4758389315684326
0.089999999999999997,-3.0677642642694991,3.3731543697649613
0.10000000000000001,-3.1057257710199337,4.7989932990458328
0.11,-2.2349837099318393,0.41107382639893331
0.12,-1.3262801420933101,-3.3755033630586695
0.13,-0.90870356783852912,-3.6362416186602786
0.14000000000000001,-0.22776904050260782,-4.0872483310522512
0.14999999999999999,-0.3036920540034771,-1.4258389292808715
0.16,-0.56942260125651956,-0.48859060509130359
0.17000000000000001,-0.56942260125651956,-1.6137583927775268
0.17999999999999999,-0.83515314850956202,-1.9120805410784669
0.19,-1.0985111015907023,-1.3882550365815405
0.20000000000000001,-1.3262801420933101,-0.89966443149023689
0.20999999999999999,-1.4022031555941794,-0.30067114159464836
0.22,-1.554049182595918,-0.30067114159464836
0.23000000000000001,-1.440164662344614,-0.63892617588862777
0.23999999999999999,-1.4022031555941794,-0.037583892699331045
0.25,-1.0605495948402677,-0.15033557079732418
0.26000000000000001,-0.75923013500869274,-0.37583892699331045
0.27000000000000002,-0.41757657425478101,-0.74932886069291271
0.28000000000000003,-0.11388452025130391,-0.8244966460915748
0.28999999999999998,0.22539644633070566,0.33590604100027122
0.29999999999999999,0.79481904758722521,1.3107382578891702
0.31,0.6809345273359213,1.2731543651898392
0.32000000000000001,0.9846265813393984,1.01241610958823
0.33000000000000002,1.323907547921408,1.4234899359871633
0.34000000000000002,1.7035226154257543,1.9120805410784669
0.34999999999999998,2.1187265955086332,3.4107382624642923
0.35999999999999999,2.6501876900147181,3.2979865843662992
0.37,3.2551992038497701,3.0724832281703129
0.38,3.8625833118567243,3.4859060478629544
0.39000000000000001,4.4675948256917764,3.8241610821569338
0.40000000000000002,4.8851713999465574,4.7989932990458328
0.40999999999999998,5.4901829137816094,4.5734899428498466
0.41999999999999998,6.0572329208662268,4.4983221574511845
0.42999999999999999,6.1711174411175307,0.67416107529425062
0.44,5.4522214070311747,-0.18791946349665523
0.45000000000000001,4.7333253729448188,0.89966443149023689
0.46000000000000002,3.482968244352378,2.2104026893794071
0.46999999999999997,2.1566881022590678,6.109731556935003
0.47999999999999998,1.4377920681727119,7.046979881124571
0.48999999999999999,1.3998305614222772,4.2728188012551982
0.5,1.7035226154257543,-0.33825503429397941
0.51000000000000001,1.2479845344205387,-2.2503355753724463
0.52000000000000002,0.71889603408635594,-1.5761745000781957
0.53000000000000003,-0.11388452025130391,0.37348993369960226
0.54000000000000004,-0.60738410800695419,2.5862416163727175
0.55000000000000004,-0.53146109450608492,2.8869127579673659
0.56000000000000005,-0.49349958775565028,1.5738255067844875
0.56999999999999995,-0.037961506750434637,0.41107382639893331
0.57999999999999996,0.41520398008287884,1.2731543651898392
0.58999999999999997,0.94666507458896376,1.160402687091846
0.59999999999999998,1.3998305614222772,0.97483221688889898
0.60999999999999999,1.8174071356770582,1.1251677876862232
0.62,2.0428035820077639,0.22315436290227808
0.63,2.1566881022590678,0.41107382639893331
0.64000000000000001,2.1187265955086332,-0.63892617588862777
0.65000000000000002,1.5137150816735812,-0.26308724889531732
0.66000000000000003,1.2479845344205387,0.29832214830094017
0.67000000000000004,0.6809345273359213,0.86208053879090585
0.68000000000000005,0.6809345273359213,0.4862416117975954
0.68999999999999995,0.18743493958027102,0.26073825560160913
0.69999999999999996,0,1.0875838949868921
0.70999999999999996,-0.15184602700173855,-0.037583892699331045
0.71999999999999997,-0.41757657425478101,-0.07516778539866209
0.72999999999999998,-0.41757657425478101,-0.33825503429397941
0.73999999999999999,-0.34165356075391173,-0.71409396128728986
0.75,-0.41757657425478101,-0.30067114159464836
0.76000000000000001,-0.75923013500869274,-1.2003355730848853
